ID,HoKhauID,QuanHe,HoTen,NgaySinh,GioiTinh,NoiSinh,NguyenQuan,DanToc,TonGiao,NgheNghiep,CMND
236,181,Con trai,Travis Potter,1979-07-19,1,Senegal,Port Brianborough,Thái,0,Làm ruộng,123461909
237,230,Vợ,Jon Tucker,1992-07-08,0,Central African Republic,South Stanleyville,Kinh,0,Làm ruộng,123462137
238,124,Con gái,Gabriel Escobar,2013-08-07,1,Armenia,East Stephen,Kinh,0,Giáo viên,123463161
239,67,Bố,Barry King,2011-10-20,1,Bulgaria,Juliefort,Kinh,0,Làm ruộng,123462837
240,39,Vợ,Phillip Mcdonald,2005-05-05,1,Malawi,New Priscilla,Kinh,0,Làm ruộng,123460957
241,254,Con trai,Jessica Byrd,2011-03-01,1,Malta,Lake Natashatown,Thái,0,Làm ruộng,123462373
242,267,Con trai,Blake Brooks,1995-06-29,1,Gibraltar,Lake Ericmouth,Kinh,1,Làm ruộng,123461982
243,360,Con gái,Oscar Russell,1976-11-09,1,Taiwan,Nguyenside,Kinh,0,Làm ruộng,123458957
244,256,Mẹ,Christina Tucker,2013-06-03,1,China,Danielleborough,Kinh,0,Làm ruộng,123460327
245,349,Bố,William Banks,1988-02-14,0,Guatemala,Michaelside,Kinh,0,Làm ruộng,123459348
246,380,Chồng,Michelle Gordon,1994-08-14,1,Grenada,Victorburgh,Kinh,0,Làm ruộng,123460052
247,306,Con gái,Mary Luna,1987-05-05,1,Niue,Dixonmouth,Kinh,0,Làm ruộng,123459534
248,339,Bố,Samantha Patel,2005-07-14,1,Dominica,Barkerbury,Kinh,0,Làm ruộng,123459201
249,132,Con gái,Anthony Johnson,2008-04-11,0,Maldives,North Lisa,Kinh,0,Làm ruộng,123458600
250,215,Bố,Derek Dawson,1975-12-02,1,Botswana,West Joshuaborough,Kinh,0,Làm ruộng,123458797
251,92,Con gái,Ryan Hunt,1999-06-23,0,Palau,Shermanville,Kinh,0,Làm ruộng,123459352
252,63,Mẹ,Sean Thornton,2008-01-23,1,Pakistan,Woodsland,Kinh,0,Làm ruộng,123462540
253,262,Con gái,Greg Castillo,1979-09-06,0,Puerto Rico,Evanschester,Kinh,1,Làm ruộng,123459055
254,93,Bố,Robert Rangel,1987-10-11,0,Heard Island and McDonald Islands,Lake Jean,Kinh,0,Làm ruộng,123462849
255,268,Con gái,Deborah Carter,1995-03-22,1,Ghana,Smithchester,Kinh,0,Làm ruộng,123462111
256,287,Chồng,Katie Miller,2015-08-08,0,Costa Rica,East Rachel,Kinh,0,Làm ruộng,123462513
257,397,Con gái,Gabrielle Owen,1982-06-16,0,Norfolk Island,Lake Stephanie,Kinh,0,Làm ruộng,123462327
258,349,Chồng,Jonathan Watkins,1987-06-07,1,Ireland,South Thomas,Kinh,0,Làm ruộng,123461200
259,314,Bố,Brian Vargas,2010-01-30,1,Hong Kong,Zacharyport,Kinh,0,Làm ruộng,123460824
260,12,Con trai,Todd Andrade,2013-05-21,1,Belize,South Timothy,Kinh,0,Làm ruộng,123459129
261,311,Con gái,Julie Fisher,1996-03-10,1,Tuvalu,Herrerabury,Kinh,0,Làm ruộng,123459020
262,361,Vợ,Lisa Vasquez,1976-10-02,0,Macedonia,Port Nicholas,Kinh,0,Làm ruộng,123463078
263,400,Mẹ,Ryan Johnson,1990-04-05,0,Romania,New Mindyshire,Kinh,0,Làm ruộng,123458719
264,147,Bố,Tyler Hines,1992-07-17,0,Togo,East Kimberlyport,Kinh,0,Làm ruộng,123462992
265,346,Bố,Jennifer Shea,2000-01-24,0,Saint Martin,Wardton,Kinh,0,Làm ruộng,123459869
266,191,Bố,Christopher Huff,1980-02-29,1,Macedonia,Martinview,Kinh,0,Làm ruộng,123461046
267,345,Mẹ,Lori Vargas,1976-12-18,0,South Africa,Patriciaside,Kinh,0,Làm ruộng,123462877
268,385,Con gái,Cindy Olson,1994-02-07,0,Saint Barthelemy,Craigshire,Kinh,0,Làm ruộng,123460643
269,247,Mẹ,Clifford Dawson,1977-10-26,1,Macedonia,Adamsview,Kinh,0,Làm ruộng,123459267
270,342,Con trai,Pamela Adkins,2008-08-18,0,Tanzania,Leahbury,Kinh,0,Làm ruộng,123460008
271,373,Mẹ,Kelly Parker,2008-05-05,0,Montenegro,Lake Patriciaton,Ê-đê,0,Giáo viên,123460853
272,38,Mẹ,Rebekah Roberts,1980-12-20,0,Cayman Islands,Mitchellstad,Kinh,0,Làm ruộng,123461457
273,16,Con trai,Brittney Simpson,1983-03-17,1,Senegal,South Amy,Kinh,0,Kỹ sư,123459809
274,316,Con gái,Brian Smith,1993-12-17,0,Micronesia,Joshuatown,Kinh,0,Làm ruộng,123461713
275,362,Bố,Carla Ellison,1991-04-27,1,Gibraltar,Harperton,Kinh,0,Làm ruộng,123462721
276,100,Con trai,Julian Mayer,2014-02-25,0,Sierra Leone,North Clinton,Kinh,0,Làm ruộng,123460789
277,276,Mẹ,Breanna Olson,2005-11-26,0,Mauritania,West Eugene,Kinh,0,Làm ruộng,123462315
278,66,Mẹ,Oscar Miller,1987-05-19,1,Montenegro,Carrollfort,Kinh,0,Làm ruộng,123458310
279,325,Con trai,Christopher Obrien,1985-03-24,1,French Polynesia,Jacksonchester,Kinh,0,Nhân viên kinh doanh,123458413
280,299,Chồng,Dustin Smith,1987-08-04,1,Nigeria,Port Williamside,Kinh,0,Làm ruộng,123460008
281,199,Bố,Anthony Gonzalez,1987-11-20,0,Paraguay,Heatherberg,Kinh,0,Làm ruộng,123461173
282,226,Con trai,Tammy Pierce,1990-03-23,0,Portugal,Lewisside,Kinh,0,Làm ruộng,123458476
283,159,Chồng,Daniel Jordan,1986-04-26,1,Svalbard & Jan Mayen Islands,Gonzalezchester,Ê-đê,0,Làm ruộng,123462565
284,251,Con trai,Elizabeth Adams,2012-08-22,1,Sao Tome and Principe,Pennymouth,Kinh,0,Làm ruộng,123460510
285,241,Chồng,Kim Morgan,1985-06-06,1,Armenia,Hamiltonfurt,Kinh,0,Làm ruộng,123461470
286,379,Bố,Mary Williams,2002-12-13,0,Ireland,Mooreville,Kinh,0,Làm ruộng,123459111
287,61,Chồng,Jeremy Mora,1998-05-13,0,San Marino,East Robertfurt,Kinh,0,Nhân viên kinh doanh,123461410
288,272,Chồng,Tara Jones,2001-09-03,0,Bahrain,Port Chelsea,Kinh,0,Làm ruộng,123461677
289,219,Chồng,Joseph Mays,1988-01-10,1,Honduras,Hansenborough,Kinh,0,Làm ruộng,123461492
290,277,Chồng,Barbara Kelley,2015-11-20,0,Jamaica,Ramirezbury,Kinh,0,Giáo viên,123461562
291,233,Bố,Ryan Haynes,1980-07-28,0,Senegal,North Alan,Kinh,0,Làm ruộng,123462114
292,159,Mẹ,Aaron Anderson,1982-04-20,0,Morocco,Ronaldbury,Kinh,0,Làm ruộng,123462461
293,191,Bố,Sherry Franklin,2004-02-06,0,Sao Tome and Principe,New Staceychester,Kinh,0,Làm ruộng,123463155
294,135,Mẹ,Sherri Mcconnell,2012-03-26,0,Lesotho,Lake Roy,Ê-đê,0,Làm ruộng,123461804
295,238,Con gái,Patricia Torres,2009-05-04,1,Bangladesh,West Paulview,Kinh,0,Làm ruộng,123458194
296,135,Bố,Laura Buckley,1996-10-22,0,Serbia,Greenside,Kinh,0,Giáo viên,123461781
297,373,Bố,Amber Ford,2015-07-17,1,Ireland,Janicebury,Kinh,0,Làm ruộng,123459574
298,51,Mẹ,Jonathan Ellison,1979-10-24,1,Guinea-Bissau,Mooreland,Kinh,0,Kỹ sư,123459014
299,174,Bố,Alicia Fisher,1989-10-04,0,Korea,East Timothybury,Kinh,0,Làm ruộng,123459990
300,39,Bố,Carlos Bowman,2014-02-10,1,Estonia,Laurafort,Tày,0,Làm ruộng,123462104
301,189,Con trai,Wanda Freeman,1996-03-11,0,British Virgin Islands,South Scottmouth,Kinh,0,Làm ruộng,123461903
302,300,Con trai,Carrie Johnson,2012-06-11,0,Denmark,Simpsonport,Kinh,0,Giáo viên,123459753
303,91,Mẹ,Andrea Gibson,1985-01-23,1,Korea,Port Joseph,Kinh,0,Làm ruộng,123461386
304,383,Con trai,Christy Bailey,1991-10-27,0,Saint Helena,South Beth,Kinh,0,Làm ruộng,123459790
305,140,Con gái,Tyler Martinez,1987-11-05,0,Brunei Darussalam,South Kurtfurt,Kinh,0,Làm ruộng,123458791
306,137,Con gái,Dawn Cochran,2006-12-16,1,Liechtenstein,Gatesberg,Kinh,0,Làm ruộng,123460849
307,399,Con gái,Adam Olson,1983-10-21,0,Cuba,Butlerburgh,Kinh,0,Kỹ sư,123459651
308,361,Vợ,Steven Bell,1989-08-20,1,Zambia,Millerville,Kinh,0,Làm ruộng,123461832
309,60,Chồng,Denise Dean,2013-11-17,1,Benin,South Lindaview,Tày,0,Làm ruộng,123459888
310,19,Con gái,Amy Peters,1980-07-24,1,Switzerland,Henryberg,Kinh,0,Làm ruộng,123458459
311,48,Con trai,Betty Nolan,2005-03-21,1,Indonesia,North Jamesmouth,Kinh,0,Làm ruộng,123460275
312,35,Con trai,Bryce Reid,2001-07-24,0,Tokelau,Shepherdview,Kinh,0,Làm ruộng,123459838
313,312,Con trai,Samuel Curry,2008-07-23,1,Norfolk Island,Lake Joycemouth,Kinh,0,Làm ruộng,123462688
314,286,Bố,Beth Wang,1989-06-12,1,Macedonia,New Jamesbury,Kinh,0,Làm ruộng,123458396
315,269,Vợ,Victoria Williams,1982-09-19,1,Greece,Michelleport,Kinh,0,Làm ruộng,123459676
316,377,Bố,Patrick Walls,1997-05-07,0,Faroe Islands,West Michaelborough,Kinh,0,Làm ruộng,123458657
317,71,Con gái,Cory Stafford,2006-12-25,0,France,Youngchester,Kinh,0,Làm ruộng,123461588
318,369,Con trai,Kenneth Miller,1985-06-23,0,Slovenia,East Monica,Kinh,0,Làm ruộng,123460104
319,396,Bố,Jacqueline Wallace,1996-02-29,1,Niue,Dawnborough,Kinh,0,Làm ruộng,123460955
320,160,Mẹ,Mark Carter,2005-01-27,1,Thailand,East Melissaborough,Ê-đê,0,Làm ruộng,123458849
321,130,Bố,Janice Ruiz,2008-11-06,0,Congo,North Kimberlyville,Tày,0,Làm ruộng,123462208
322,151,Vợ,Christy Smith,2011-09-03,0,Gibraltar,Bryantborough,Kinh,0,Làm ruộng,123463022
323,124,Vợ,Jeremy Daniel,1981-02-12,0,Russian Federation,Georgefort,Kinh,0,Làm ruộng,123462697
324,297,Bố,Courtney Mills,2009-06-13,0,Togo,North Donnahaven,Kinh,0,Làm ruộng,123461123
325,361,Con gái,Janet Gonzales,2003-07-18,0,Burundi,Emilymouth,Kinh,0,Làm ruộng,123462171
326,350,Mẹ,Patrick Orozco,2001-06-25,0,El Salvador,New James,Kinh,0,Bác sĩ,123459611
327,235,Bố,Lynn Brown,1988-06-30,1,Mauritania,Masonbury,Tày,0,Làm ruộng,123462508
328,29,Mẹ,Kimberly Odonnell,2000-06-04,0,Senegal,Ronaldstad,Kinh,0,Làm ruộng,123460871
329,79,Mẹ,Rachel Bowen,2011-04-13,1,Luxembourg,Davidfurt,Kinh,0,Làm ruộng,123462423
330,160,Chồng,Justin Cochran,1988-10-07,0,Argentina,Sanchezville,Kinh,0,Giáo viên,123462039
331,31,Bố,David Patton,2004-12-07,1,Switzerland,Hansenfurt,Kinh,0,Làm ruộng,123462908
332,227,Con trai,Veronica Ramsey,1984-02-06,1,Comoros,Smithshire,Tày,0,Giáo viên,123463076
333,15,Vợ,Lucas Greene,1987-04-11,1,Cape Verde,Jennifermouth,Ê-đê,0,Làm ruộng,123460604
334,105,Con trai,Sean Mcpherson,1998-06-10,0,Malta,North Jennifer,Kinh,0,Làm ruộng,123460624
335,388,Chồng,John Nelson,1999-11-05,0,Nicaragua,East Alyssa,Kinh,0,Làm ruộng,123460938
336,85,Chồng,Patricia Walker,2015-12-14,0,Niue,South Christina,Thái,0,Làm ruộng,123460703
337,157,Bố,Nicole Bailey,1995-08-17,1,Libyan Arab Jamahiriya,East Scott,Kinh,0,Làm ruộng,123458862
338,19,Bố,Bradley Harvey,1981-11-18,0,United States Minor Outlying Islands,Dennishaven,Kinh,0,Làm ruộng,123459809
339,241,Mẹ,Victoria Daniels,1998-06-13,0,Myanmar,Roytown,Kinh,0,Làm ruộng,123460535
340,389,Mẹ,Christine Hunt,1989-08-28,0,Belgium,Elaineborough,Kinh,0,Làm ruộng,123461118
341,119,Con trai,Kimberly Morris,1979-11-26,1,Vietnam,Davidstad,Kinh,0,Giáo viên,123459861
342,346,Con gái,Sarah Petty,2003-05-05,1,South Africa,South Normanfort,Kinh,0,Làm ruộng,123459697
343,167,Vợ,Mary Baker,1987-08-08,0,Eritrea,East Amyshire,Kinh,0,Làm ruộng,123461751
344,368,Chồng,Edward Robinson,2010-06-07,0,Fiji,New Andreachester,Kinh,0,Làm ruộng,123461748
345,13,Vợ,Rachel Brown,1992-11-07,1,Chile,South Melissa,Kinh,0,Làm ruộng,123459088
346,48,Chồng,Monica Yates,1977-09-16,0,Egypt,Sarahmouth,Kinh,0,Làm ruộng,123463008
347,158,Mẹ,Jacqueline Diaz,1978-11-23,1,Philippines,South Jon,Kinh,0,Làm ruộng,123462778
348,207,Con gái,Richard Ponce,1986-07-26,0,Bouvet Island (Bouvetoya),Schmidtmouth,Kinh,0,Làm ruộng,123460907
349,235,Con gái,Rachael Wolfe,1975-04-23,1,Malaysia,South Mitchell,Kinh,0,Làm ruộng,123459973
350,239,Chồng,Michael Martin,2006-10-17,0,Uzbekistan,Jamesfort,Thái,0,Làm ruộng,123461796
351,302,Vợ,Ricky Conrad,1981-12-26,0,Mongolia,Delgadofurt,Tày,1,Làm ruộng,123459827
352,330,Bố,Tracy Roberts,1992-09-10,1,Nicaragua,Robertfurt,Ê-đê,0,Làm ruộng,123461079
353,154,Mẹ,John Norton,1975-05-08,0,Paraguay,New Aliciachester,Kinh,0,Làm ruộng,123462416
354,110,Chồng,Melissa Williams,2011-08-30,1,Spain,Thomasfurt,Kinh,0,Làm ruộng,123463019
355,271,Bố,David Cochran,1995-01-13,1,Peru,Cherylview,Kinh,0,Làm ruộng,123461371
356,218,Con gái,Heather Harris,1981-10-19,1,Brunei Darussalam,Tiffanyborough,Kinh,0,Làm ruộng,123463023
357,122,Con trai,Thomas Garza,2003-09-08,1,Cook Islands,New Heatherstad,Kinh,0,Giáo viên,123458632
358,118,Con gái,Kaitlyn Johnson,1976-01-20,1,Germany,Lake Steve,Kinh,0,Làm ruộng,123459434
359,59,Bố,Lisa Stevenson,2012-12-16,0,Libyan Arab Jamahiriya,Joshuafurt,Ê-đê,1,Làm ruộng,123461856
360,81,Mẹ,Anthony Rodriguez,1981-05-04,1,Ghana,Lake Carolmouth,Thái,1,Giáo viên,123460493
361,25,Bố,Tara Carter,1989-02-17,1,Poland,Kristinachester,Kinh,0,Làm ruộng,123459367
362,224,Con trai,Jeremy Holland,2015-03-28,1,Barbados,Randolphburgh,Kinh,0,Làm ruộng,123460932
363,147,Vợ,Robert Sanchez,2013-07-12,1,Belgium,South Heather,Kinh,0,Làm ruộng,123462422
364,145,Con gái,Lisa Miller,1984-03-31,1,United States Virgin Islands,New Joshuaton,Kinh,0,Kỹ sư,123462559
365,244,Con trai,Derrick Stewart,1978-12-03,0,Qatar,Port Conniehaven,Thái,1,Làm ruộng,123462835
366,136,Bố,Steven Conway,2000-09-08,1,Uzbekistan,Lake Dylan,Kinh,0,Làm ruộng,123462330
367,19,Chồng,Joseph Torres,1988-07-09,0,Afghanistan,Davisland,Kinh,0,Làm ruộng,123460479
368,46,Con trai,Victoria Watson,1982-06-24,0,Costa Rica,Amandatown,Kinh,0,Làm ruộng,123459218
369,78,Chồng,Francisco Edwards,1999-04-20,1,Mauritius,Fernandezbury,Kinh,0,Làm ruộng,123461697
370,267,Mẹ,Michael Hodges,1988-11-24,0,Eritrea,West Jessica,Kinh,0,Giáo viên,123462190
371,274,Chồng,Dennis Cunningham,1975-05-01,0,Andorra,Port Stevenhaven,Kinh,0,Làm ruộng,123459195
372,29,Bố,Laurie Cruz,2007-05-19,0,Austria,Morrisside,Kinh,0,Làm ruộng,123461188
373,338,Mẹ,Samantha Pena,1997-11-01,1,Sierra Leone,West Joseberg,Kinh,0,Làm ruộng,123459302
374,244,Con trai,Jeffery Thomas,1978-09-20,1,Cayman Islands,South Keith,Kinh,0,Giáo viên,123458785
375,74,Chồng,Zoe Baker,1978-01-21,0,Canada,Calebville,Kinh,0,Làm ruộng,123459832
376,189,Con trai,Tasha Benitez,1987-09-19,1,Turkmenistan,Mariofort,Kinh,0,Làm ruộng,123461308
377,201,Con trai,James Lynch,1976-08-17,0,Mali,Patriciaview,Kinh,0,Làm ruộng,123462401
378,370,Con trai,Michael Tyler,2013-11-19,1,Tajikistan,Danielhaven,Kinh,0,Làm ruộng,123458391
379,23,Vợ,Shawn Garcia,2003-08-27,1,Bahrain,Tylermouth,Ê-đê,0,Làm ruộng,123460059
380,393,Bố,Cole Duarte,1994-01-30,0,Montserrat,North Cody,Kinh,0,Làm ruộng,123459415
381,35,Con trai,Sarah Ellis,1999-06-22,0,Heard Island and McDonald Islands,East John,Tày,0,Làm ruộng,123458088
382,219,Con trai,Haley Bailey,1981-05-04,0,Malawi,North Juliefurt,Tày,1,Làm ruộng,123459122
383,368,Con trai,Juan Thompson,1981-01-25,1,Liberia,New Pamela,Kinh,0,Nhân viên kinh doanh,123459529
384,154,Mẹ,Jeremiah Baker,2011-12-11,1,Central African Republic,New Josetown,Kinh,0,Kỹ sư,123460899
385,53,Chồng,Crystal Gross,1976-01-10,0,Mauritius,Debraton,Kinh,0,Nhân viên kinh doanh,123458684
386,121,Vợ,Joseph Bird,1982-05-13,1,New Caledonia,West Sheliafort,Kinh,0,Làm ruộng,123458579
387,261,Con gái,Joshua Case,2004-07-18,1,Brazil,Matthewview,Kinh,0,Làm ruộng,123458221
388,336,Vợ,Michael Thomas,2002-04-23,1,South Africa,New Karenfurt,Kinh,1,Nhân viên kinh doanh,123460484
389,143,Chồng,Eric Chan,1999-08-06,0,Bahamas,Harmontown,Kinh,0,Làm ruộng,123461700
390,385,Vợ,Alice Young,2003-02-16,1,France,East Jeffreyberg,Ê-đê,0,Làm ruộng,123460888
391,351,Con trai,Diane Stephens,2010-03-10,0,Suriname,Claytonville,Kinh,0,Làm ruộng,123461643
392,128,Chồng,Chris Coleman,1997-09-09,1,Isle of Man,South Seth,Kinh,0,Làm ruộng,123460182
393,27,Mẹ,April Torres,1981-11-14,0,Antarctica (the territory South of 60 deg S),Danielburgh,Kinh,0,Làm ruộng,123462425
394,234,Vợ,Jerry Wood,2003-12-04,1,Morocco,Port Brandonshire,Kinh,0,Làm ruộng,123461778
395,88,Bố,Matthew Shaw,2003-10-02,1,Mayotte,Terriland,Tày,0,Nhân viên kinh doanh,123460390
396,9,Chồng,Melanie Kidd,2004-09-22,0,Marshall Islands,East Rubenbury,Kinh,0,Làm ruộng,123462957
397,108,Mẹ,Luke Cuevas,2002-11-27,1,Armenia,West Paulburgh,Kinh,0,Làm ruộng,123459959
398,331,Bố,Joanna Murray,2007-10-25,0,Portugal,Thompsonchester,Kinh,0,Làm ruộng,123462378
399,280,Con gái,Melissa Ward,1993-01-29,0,Samoa,Carrilloland,Kinh,0,Làm ruộng,123458377
400,309,Chồng,Kevin Jacobs,1998-04-17,1,Pitcairn Islands,Williamstown,Kinh,0,Làm ruộng,123462315
401,143,Bố,Debra Moore,1998-09-12,0,Yemen,Vegamouth,Kinh,0,Làm ruộng,123462471
402,105,Vợ,Brooke Mendez,2002-01-11,0,Micronesia,Cookberg,Kinh,0,Làm ruộng,123463167
403,335,Mẹ,Collin Perry,1978-02-28,0,Eritrea,Jenniferbury,Kinh,0,Giáo viên,123462969
404,150,Mẹ,Paul Fitzgerald,1999-06-29,1,Eritrea,Leeville,Kinh,0,Làm ruộng,123458436
405,380,Vợ,Debra Conway,1993-04-28,1,Sierra Leone,Stoneview,Kinh,0,Nhân viên kinh doanh,123459264
406,85,Con gái,Kristine Lewis,1992-01-21,0,Singapore,East Allison,Kinh,0,Làm ruộng,123463143
407,119,Con gái,Gregory Mann,1977-06-20,0,Mozambique,Lake William,Kinh,1,Làm ruộng,123459947
408,319,Mẹ,Jeffrey Bryant,1976-10-06,1,Hungary,West Lisafurt,Kinh,0,Giáo viên,123462295
409,320,Chồng,Antonio Richards,1975-05-06,1,Palau,West Tiffany,Kinh,0,Làm ruộng,123460451
410,346,Mẹ,Lindsey Chen,1983-06-16,1,Kuwait,Nancyshire,Kinh,0,Làm ruộng,123459616
411,207,Vợ,Nicole Hayes,2008-07-24,1,Belgium,Lake Scott,Kinh,0,Làm ruộng,123459460
412,43,Con trai,Sharon Fischer,1981-02-15,1,Moldova,Lake Robertside,Kinh,0,Làm ruộng,123460388
413,150,Vợ,Jared Crawford,2015-03-16,0,Mali,Hernandezview,Kinh,0,Giáo viên,123461406
414,216,Con trai,Corey Lyons,1976-09-10,0,Nauru,Lake Corey,Kinh,0,Làm ruộng,123458314
415,146,Mẹ,William Buck,2010-11-09,1,Pitcairn Islands,Archermouth,Kinh,0,Làm ruộng,123459410
416,238,Con trai,Shane Brown,2008-04-02,1,Kenya,West Meganberg,Kinh,0,Làm ruộng,123462612
417,64,Con trai,Justin Ball,1993-01-14,1,Norway,Kellyshire,Kinh,0,Làm ruộng,123458237
418,384,Bố,Heather Harrison,1977-03-14,1,Morocco,Kimberlyland,Kinh,0,Làm ruộng,123459518
419,265,Vợ,Scott Elliott,1981-12-22,1,Western Sahara,Dayberg,Kinh,0,Làm ruộng,123458879
420,241,Vợ,Matthew Patel,1984-07-07,1,Benin,South Joseph,Kinh,0,Làm ruộng,123458290
421,190,Chồng,Kathy Rogers,2011-09-29,1,New Caledonia,Lake Rick,Kinh,0,Làm ruộng,123458808
422,268,Chồng,Wendy Thompson,2010-11-25,0,Sri Lanka,Ramirezmouth,Kinh,0,Nhân viên kinh doanh,123460689
423,87,Con gái,Morgan Taylor,1992-05-23,0,French Southern Territories,Torresville,Kinh,0,Làm ruộng,123458262
424,31,Vợ,Alexandria Simmons,2006-06-26,0,Saint Barthelemy,South Katie,Kinh,0,Làm ruộng,123460951
425,381,Con trai,Evan Estes,1983-09-14,1,Comoros,North Daniellehaven,Kinh,0,Làm ruộng,123462096
426,1,Con trai,Sean Norman,1982-04-30,0,Sierra Leone,Fosterchester,Kinh,0,Giáo viên,123461609
427,192,Bố,Elizabeth Martin,2012-10-23,0,Palau,Lindseyhaven,Kinh,0,Làm ruộng,123462677
428,35,Mẹ,Matthew Harris,1991-02-12,1,British Virgin Islands,South Patricia,Kinh,0,Làm ruộng,123462649
429,391,Bố,Aaron Meyer,2000-07-19,1,Czech Republic,Benjaminfort,Kinh,0,Làm ruộng,123462259
430,351,Con trai,Brian Wells,2000-03-07,1,Malta,Dakotastad,Kinh,0,Làm ruộng,123459901
431,31,Con trai,Victoria Olson,2014-10-10,0,Libyan Arab Jamahiriya,New Sylvia,Ê-đê,0,Làm ruộng,123461511
432,6,Bố,Michael Henderson,2012-06-30,1,Gibraltar,Jonesside,Kinh,0,Làm ruộng,123461267
433,170,Chồng,Carlos Turner,2008-07-28,1,Puerto Rico,South Jacqueline,Kinh,0,Làm ruộng,123458397
434,319,Mẹ,Karen Johnson,1980-10-30,1,Montenegro,South William,Kinh,0,Làm ruộng,123461412
435,254,Mẹ,Erik Hunt,1980-06-18,1,Vietnam,Port Mitchell,Kinh,0,Làm ruộng,123461005
436,285,Con gái,Holly Ramos,1992-07-29,1,Serbia,Ericachester,Kinh,0,Làm ruộng,123458121
437,146,Con trai,Elijah Harvey,1976-01-28,0,Haiti,New Dawn,Kinh,0,Làm ruộng,123461187
438,225,Con gái,Victoria Stewart,1981-12-07,1,Monaco,Ewingshire,Kinh,0,Kỹ sư,123459703
439,226,Vợ,Matthew Lopez,1992-03-28,0,Swaziland,East Michaelfort,Kinh,0,Làm ruộng,123458480
440,175,Con gái,Patricia Williams,1981-07-04,1,Anguilla,North Kristyburgh,Kinh,0,Làm ruộng,123459772
441,233,Con trai,Brian Roberts,1992-07-23,1,Puerto Rico,Thompsonfort,Kinh,0,Làm ruộng,123462334
442,270,Bố,James Patterson,2000-06-28,0,Korea,Paulmouth,Kinh,0,Làm ruộng,123459187
443,28,Bố,Erin Tate,1984-09-15,0,Iraq,East Phyllisville,Kinh,0,Giáo viên,123461235
444,343,Chồng,Cory Kelly,2013-06-18,1,Sweden,Port Kathyfurt,Kinh,0,Làm ruộng,123458537
445,350,Vợ,Michael Johnson,1999-06-14,0,Chile,East Kenneth,Kinh,0,Làm ruộng,123459484
446,107,Bố,Patricia Li,1978-01-04,0,Madagascar,Davidshire,Kinh,0,Nhân viên kinh doanh,123462212
447,195,Chồng,Amanda Faulkner,1987-10-30,1,Oman,Jacobsville,Kinh,0,Làm ruộng,123461840
448,306,Con trai,Christopher Peterson,2002-05-22,1,Yemen,East Matthewburgh,Kinh,0,Làm ruộng,123463109
449,128,Con gái,Brent Ruiz,2012-02-28,1,Gambia,Kevinbury,Kinh,0,Làm ruộng,123458107
450,289,Chồng,Tina Palmer,1996-07-05,0,Iran,Lake Dale,Kinh,0,Làm ruộng,123461714
451,98,Con trai,Sara Powers,1979-12-19,1,Afghanistan,Port Anna,Kinh,0,Làm ruộng,123458069
452,203,Con gái,Jodi Marks,1983-07-11,0,Afghanistan,Singhview,Kinh,0,Giáo viên,123461773
453,266,Chồng,Pamela Hernandez,1985-02-17,0,Seychelles,Lake Aaron,Kinh,0,Làm ruộng,123460661
454,303,Vợ,Henry Golden,2013-12-22,0,Vietnam,Port Shannonbury,Kinh,0,Làm ruộng,123459640
455,119,Chồng,Kara Sanchez,2012-01-07,0,Marshall Islands,Aguilarberg,Kinh,0,Làm ruộng,123460121
456,73,Mẹ,Joel Pitts,1975-03-14,0,Austria,Henryview,Kinh,0,Làm ruộng,123461411
457,290,Bố,Jessica Phillips,1977-06-22,0,Bahrain,Jarvisbury,Kinh,0,Giáo viên,123462662
458,35,Con gái,Patrick Johnson,2010-06-02,1,Greece,Mitchellton,Kinh,0,Giáo viên,123459283
459,65,Vợ,Hayley Dickerson,1999-09-19,1,Vanuatu,New Annberg,Kinh,0,Làm ruộng,123462250
460,140,Vợ,Stacy Wright,2015-01-29,1,Guam,New Christine,Kinh,0,Làm ruộng,123461269
461,321,Con gái,Leslie Herman,1978-12-14,1,Paraguay,Robertstad,Kinh,0,Làm ruộng,123458346
462,262,Mẹ,Terry Carter,1998-04-22,1,Greece,South Ryan,Kinh,0,Làm ruộng,123461914
463,344,Mẹ,Jill Jensen,1985-09-29,1,Tokelau,Lake Jenniferport,Kinh,0,Giáo viên,123461336
464,23,Vợ,Jake Griffith,2011-04-15,0,Denmark,Nathanside,Kinh,0,Làm ruộng,123459980
465,284,Mẹ,Savannah Park,2008-07-01,1,Fiji,Lake Tara,Thái,0,Làm ruộng,123458193
466,364,Chồng,Daniel Williams,2011-09-26,0,Palestinian Territory,Lake Tara,Kinh,0,Làm ruộng,123463083
467,180,Bố,Jonathan Williams,2008-01-17,1,Paraguay,Patelfurt,Thái,0,Làm ruộng,123460474
468,272,Con trai,Michelle Barber,1990-01-23,1,Mozambique,North Patrickfurt,Kinh,0,Làm ruộng,123462451
469,83,Bố,Gwendolyn Jenkins,2004-05-12,1,Lithuania,South Jennifer,Kinh,0,Làm ruộng,123461312
470,278,Vợ,Bryan Smith,2004-06-10,1,Brunei Darussalam,Olsonstad,Kinh,0,Làm ruộng,123461189
471,197,Con gái,Lacey Morris,2008-01-11,1,Jersey,Port Stephen,Kinh,0,Làm ruộng,123460527
472,37,Vợ,Felicia Huber,1998-08-22,0,Cyprus,North Tiffany,Kinh,0,Làm ruộng,123462570
